id,zip_code,city,state_code,state_name,Housing Affordability,Housing Affordability,Housing Affordability,Housing Affordability,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Quality of Life,Job Market Strength,Job Market Strength,Job Market Strength,Job Market Strength,Living Affordability,Living Affordability,Living Affordability,Living Affordability,Living Affordability
23135,49307,Big Rapids,MI,Michigan,$201.1 K,1.05%,4.1%,$122.73,69,58,52,83,67,50,46,4.1%,0.6%,54,$36.06 K,4.2%,33,30,6%,40
23136,49321,Comstock Park,MI,Michigan,$269.8 K,1.24%,5.3%,$413.89,74,68,60,77,55,41,29,2.6%,3.25%,73,$52.12 K,4.2%,34,36,6%,56
23137,49437,Montague,MI,Michigan,$364.5 K,1.62%,7.4%,$208.67,79,67,56,80,66,19,10,2.9%,-0.02%,55,$70.21 K,5%,44,54,6.25%,31
23138,49450,Pullman,MI,Michigan,$423.6 K,0.86%,2.6%,$77.86,97,63,57,81,64,55,44,3.4%,-2.11%,68,$41.48 K,0%,26,44,7.9%,27
23139,49660,Manistee,MI,Michigan,$231.1 K,1.16%,1%,-,63,52,57,85,69,45,35,4.7%,5.63%,34,$57.81 K,4.2%,33,29,6%,43
23140,49668,Mesick,MI,Michigan,$163.6 K,1.23%,3.2%,$79.06,56,58,51,91,61,22,15,3.5%,2.99%,40,$22.31 K,4.2%,34,25,6%,47
23141,49690,Williamsburg,MI,Michigan,$421.2 K,0.61%,5.9%,$180.3,97,34,70,80,70,95,96,4.1%,3.38%,78,$66.82 K,5.8%,35,48,7%,34
23142,49701,Mackinaw City,MI,Michigan,$264.1 K,1.13%,3.5%,$138.68,72,68,54,88,71,38,34,4.5%,6.14%,51,$40.8 K,4.2%,35,29,6%,46
23143,49705,Afton,MI,Michigan,$625.3 K,0.93%,-0.7%,$309.22,95,74,58,84,47,20,15,1.7%,0.16%,80,$124.16 K,6.8%,37,57,7.38%,65
23144,49749,Indian River,MI,Michigan,$219.7 K,0.87%,0.7%,$85.61,51,60,79,83,58,43,28,3.6%,2.85%,87,$47.02 K,0%,32,51,7%,53
23145,49782,Beaver Island,MI,Michigan,,,,,,,,,,,,,,,,,,,,
23146,49806,Au Train,MI,Michigan,$205.9 K,0.82%,2.1%,-,62,56,44,89,59,24,22,6.9%,8.29%,38,$64.32 K,4.2%,50,29,6%,51
23147,49831,Felch,MI,Michigan,$159.8 K,1.48%,9.5%,$154.84,54,59,47,89,58,17,16,3.3%,1.41%,41,$82.08 K,4.2%,47,26,6%,44
23148,49871,Palmer,MI,Michigan,$368.9 K,1.92%,5.3%,$107.33,80,73,61,65,58,60,48,3.1%,0.88%,80,$107.39 K,3.1%,37,55,6%,58
23149,49967,Trout Creek,MI,Michigan,$559 K,0.58%,-2.9%,$487.19,65,39,50,81,55,20,12,4.6%,3.12%,39,$53.98 K,6.8%,25,43,0%,36
23150,50022,Atlantic,IA,Iowa,$195.9 K,3.13%,14.8%,$119.7,52,54,75,85,89,21,10,7.4%,1.67%,51,$35.19 K,5.5%,42,44,6.62%,53
23151,50038,Booneville,IA,Iowa,$134.1 K,0.83%,-4.9%,$85.49,75,39,64,72,67,34,25,2.2%,0.33%,61,$48.66 K,5%,34,30,7%,30
23152,50058,Coon Rapids,IA,Iowa,$317.6 K,0.96%,1.5%,$248.14,71,70,49,72,50,51,34,1.9%,0.14%,67,$85.45 K,6.8%,38,46,7.12%,67
23153,50109,Granger,IA,Iowa,$368.3 K,0.86%,3.8%,$145.34,89,61,61,73,58,46,31,3.9%,-0.7%,57,$112.73 K,3.2%,32,37,7%,42
23154,50135,Kellogg,IA,Iowa,$252.4 K,0.68%,-1.8%,$173.43,41,39,53,80,52,29,21,5%,2.86%,43,$38.32 K,5.8%,26,38,6%,37
23155,50151,Lucas,IA,Iowa,$1.09 M,1.75%,0.3%,$273.69,97,97,69,73,61,67,48,3.2%,2%,93,$205.29 K,0%,38,45,8.25%,57
23156,50166,Milo,IA,Iowa,$226.3 K,2.16%,5.5%,$88.46,65,51,61,87,50,38,34,3.3%,3.52%,67,$53.39 K,5.5%,38,47,8%,46
23157,50208,Newton,IA,Iowa,$1.41 M,1.08%,10.3%,$556.57,99,100,60,79,66,22,10,2.3%,0.86%,74,$176.37 K,5%,49,81,6.25%,60
23158,50255,Thornburg,IA,Iowa,$414.3 K,1.68%,5.2%,$178.59,96,100,64,60,50,79,58,2.8%,0.91%,44,$214.38 K,3.1%,35,43,7%,69
23159,50424,Buffalo Center,IA,Iowa,$118.1 K,1.29%,-7.8%,$82.12,57,48,53,82,61,23,14,2.9%,1.17%,36,$50 K,5.7%,34,27,7%,28
23160,50434,Fertile,IA,Iowa,$213.9 K,0.96%,3.7%,$72.97,63,60,45,94,57,23,13,1.8%,0.18%,36,$61.5 K,6.8%,30,34,7.38%,44
23161,50484,Woden,IA,Iowa,$88.1 K,1.25%,0.7%,$70.85,46,67,54,88,64,20,11,2.7%,0.5%,24,$44.52 K,5.7%,34,24,7%,27
23162,50548,Humboldt,IA,Iowa,$152.5 K,0.75%,5.2%,$91.71,40,42,62,78,63,35,26,3.6%,0.71%,27,$40.3 K,0%,36,27,9.75%,37
23163,50595,Webster City,IA,Iowa,$132.2 K,1.57%,4%,$72.35,67,60,55,81,65,31,21,2.8%,0.54%,31,$59.67 K,5.7%,33,31,7%,26
23164,50616,Charles City,IA,Iowa,$127.8 K,1.5%,-2%,$91.15,57,59,55,82,65,32,25,3%,0.18%,44,$52.04 K,5.7%,37,31,7%,27
23165,50655,Maynard,IA,Iowa,$550.8 K,1.08%,9.2%,$310.67,95,100,59,85,54,21,10,2.2%,0.86%,76,$112.52 K,5%,46,62,6.25%,57
23166,51001,Akron,IA,Iowa,$130.6 K,1.84%,5.6%,$93.01,66,70,66,67,66,44,39,3.8%,1.69%,54,$46.6 K,3.2%,32,30,6.75%,40
23167,51056,Smithland,IA,Iowa,$74.3 K,0.62%,-16.2%,$53.32,45,39,65,85,59,21,11,4.5%,0.77%,28,$63.25 K,4.5%,33,25,6%,40
23168,51058,Sutherland,IA,Iowa,$211.8 K,1.58%,2.7%,$141.27,70,54,59,85,62,22,11,1.9%,0.91%,43,$81.92 K,6.6%,30,34,7%,34
23169,51346,Hartley,IA,Iowa,$850.9 K,0.71%,0.2%,$283.93,55,81,78,73,34,70,61,4.8%,-0.82%,79,$139.9 K,9.3%,37,62,8.12%,73
23170,51520,Arion,IA,Iowa,$104.3 K,1.27%,2.3%,$78.71,47,54,57,85,62,19,10,3.7%,0.2%,34,$35.42 K,5.7%,36,22,7%,28
23171,51521,Avoca,IA,Iowa,$802.6 K,0.61%,4.2%,$267.82,55,100,88,20,17,63,49,5%,-0.35%,73,$97.5 K,9.3%,32,46,10.25%,100
23172,51532,Elliott,IA,Iowa,$72.1 K,0.93%,-1.8%,$32.73,66,27,65,75,69,39,26,3.1%,-1.65%,40,$53.01 K,5%,31,31,7%,30
23173,51554,Mineola,IA,Iowa,$700.1 K,1.58%,4.4%,$466.92,91,100,69,70,46,63,47,3.2%,1.84%,76,$130.11 K,5.5%,50,65,8.62%,96
23174,51557,Mondamin,IA,Iowa,$203.2 K,1.38%,1.2%,$120.38,52,55,53,88,51,21,12,2.8%,0.75%,40,$71.35 K,5.7%,35,33,7%,60
23175,51562,Panama,IA,Iowa,$263.1 K,0.61%,3%,$149.07,61,52,71,74,56,71,58,3.1%,3.3%,75,$57.22 K,0%,40,40,7%,49
23176,52050,Greeley,IA,Iowa,$409.7 K,0.47%,-1.4%,$272.42,70,70,60,59,55,77,67,3.4%,0.7%,80,$65.53 K,4.4%,37,41,7.4%,48
23177,52211,Brooklyn,IA,Iowa,$876.9 K,0.68%,-2%,$480.38,85,95,73,64,58,100,90,5.1%,0.95%,68,$74.69 K,5.5%,68,84,8.88%,100
23178,52217,Clutier,IA,Iowa,$167.4 K,1.48%,6.1%,$111.17,42,34,55,82,58,19,11,3.3%,1.01%,45,$48.75 K,5.7%,37,32,7%,36
23179,52312,Morley,IA,Iowa,$87.9 K,0.67%,-3.4%,$76.65,42,44,64,79,67,20,10,2.8%,0.72%,52,$54.62 K,5%,36,27,7.22%,32
23180,52320,Olin,IA,Iowa,$1.09 M,0.18%,1.5%,$540.22,81,77,88,91,44,37,28,6.2%,-0.47%,56,$93.13 K,8.2%,88,100,4%,48
23181,52326,Quasqueton,IA,Iowa,$137.8 K,1.38%,3%,$103.25,59,54,54,82,59,20,12,2.6%,1.32%,59,$66.46 K,5.7%,39,30,7%,38
23182,52339,Tama,IA,Iowa,$313.3 K,1%,6%,$205.58,76,100,74,76,43,51,32,3%,2.54%,81,$59.14 K,0%,35,52,7%,89
23183,52501,Ottumwa,IA,Iowa,$112.6 K,1.88%,5.9%,$88.16,43,50,59,82,68,56,47,3.8%,-0.89%,27,$53.09 K,5.7%,39,29,7%,27
23184,52595,University Park,IA,Iowa,$514.2 K,0.85%,7.7%,$185.16,73,100,77,72,41,69,51,1.4%,0.72%,84,$64.22 K,0%,34,57,7%,100
23185,52635,Lockridge,IA,Iowa,$188.9 K,1.61%,-0.7%,$132.86,53,58,62,84,63,19,10,2.9%,0.88%,73,$86.46 K,5.7%,36,36,7%,25
23186,52768,Princeton,IA,Iowa,$398.4 K,0.85%,7.7%,$215.28,65,100,78,82,40,39,25,1.4%,0.72%,77,$78.36 K,0%,35,53,7%,100
23187,53003,Ashippun,WI,Wisconsin,$462.9 K,1.67%,7.3%,-,54,63,58,85,57,45,42,2.4%,2.19%,55,$103.78 K,5.3%,37,43,5.5%,48
23188,53010,Campbellsport,WI,Wisconsin,$310.9 K,1.89%,7.5%,-,64,76,57,83,55,31,24,2.3%,2.23%,50,$73.75 K,5.3%,37,36,5.5%,48
23189,53024,Grafton,WI,Wisconsin,$343.8 K,2.61%,6.3%,$153.87,88,74,56,75,39,59,46,3.7%,-0.47%,62,$100.1 K,5%,33,37,8%,83
23190,53065,Oakfield,WI,Wisconsin,$383.3 K,0.96%,5.4%,$185.22,66,76,59,81,50,42,37,2.6%,3.25%,79,$88.62 K,4.2%,36,36,6%,72
23191,53066,Oconomowoc,WI,Wisconsin,$463.8 K,1.37%,6.8%,$282.56,92,78,57,75,49,64,56,2.5%,1.09%,69,$99.1 K,5.3%,35,45,5.5%,59
23192,53083,Sheboygan,WI,Wisconsin,$214.5 K,1.76%,12.7%,$94.12,56,70,59,73,60,77,87,2.5%,2.3%,51,$59.86 K,5.3%,35,28,5.5%,39
23193,53153,North Prairie,WI,Wisconsin,$390.1 K,1.05%,4.5%,$251.16,89,93,56,78,44,23,14,2.5%,1.09%,64,$143.07 K,5.3%,36,42,5%,62
23194,53156,Palmyra,WI,Wisconsin,$338.9 K,1.22%,6.1%,$142.6,90,62,61,79,48,26,22,1.8%,1.58%,74,$86.86 K,5.7%,38,45,9.25%,56
23195,53503,Arena,WI,Wisconsin,$222.9 K,1.63%,5.3%,$223.12,87,61,54,82,52,20,17,2.3%,2.59%,66,$79.23 K,5.3%,36,35,5.5%,66
23196,53510,Belmont,WI,Wisconsin,$2.24 M,0.6%,-0.8%,$1.24 K,97,98,81,80,26,60,47,3.5%,-0.57%,67,$185.94 K,9.3%,35,81,9.88%,93
23197,53548,Janesville,WI,Wisconsin,$254.7 K,1.86%,7.5%,$98.8,67,78,56,76,63,52,42,3.1%,1.39%,59,$68.61 K,5.3%,35,31,5.5%,44
23198,53559,Marshall,WI,Wisconsin,$152.2 K,1.83%,2.6%,$114,48,55,55,78,62,56,46,5.4%,-0.09%,25,$65 K,5.7%,41,32,7%,27
23199,53562,Middleton,WI,Wisconsin,$529.5 K,1.61%,7.7%,$171.1,97,87,59,73,63,72,66,2.1%,1.14%,86,$87.33 K,5.3%,42,47,5.5%,47
23200,53570,Monticello,WI,Wisconsin,$308.6 K,0.9%,1.3%,$217.59,77,76,54,84,48,47,31,1.8%,0.16%,88,$80.29 K,6.8%,35,47,7.38%,67
23201,53932,Fall River,WI,Wisconsin,$395.9 K,1.08%,6.7%,$226.63,48,74,66,83,61,21,10,4.1%,-0.17%,67,$52.73 K,5%,47,54,6.25%,45
23202,54016,Hudson,WI,Wisconsin,$460.2 K,1.69%,4.7%,$242.68,85,77,54,81,56,20,10,2.6%,-0.14%,75,$125.22 K,0%,49,55,0%,59
23203,54151,Niagara,WI,Wisconsin,$145.4 K,2.7%,4.8%,$108.71,52,67,59,82,61,51,41,5.3%,2.22%,44,$45.93 K,5.5%,43,36,8%,44
23204,54154,Oconto Falls,WI,Wisconsin,$230.3 K,1.32%,8.9%,-,71,60,52,83,54,25,16,2.9%,2.09%,48,$47.94 K,5.3%,37,27,5.5%,46
23205,54214,Francis Creek,WI,Wisconsin,$260.1 K,1.65%,9.2%,-,61,62,57,86,59,41,40,2.5%,2.19%,49,$81.67 K,5.3%,29,27,5%,35
23206,54426,Edgar,WI,Wisconsin,$1.89 M,0.5%,2.6%,$902.77,91,57,66,93,54,18,10,6%,15.3%,79,$79.13 K,5%,47,77,6.25%,32
23207,54896,Winter,WI,Wisconsin,$281.6 K,0.85%,-1.3%,$160.71,55,71,69,74,61,53,41,4.6%,1.44%,76,$56.43 K,0%,37,53,7%,49
23208,54941,Green Lake,WI,Wisconsin,$440.4 K,0.99%,6.7%,$212.82,76,64,55,87,63,30,25,2.7%,5.08%,60,$80.8 K,4.2%,32,32,6%,54
23209,55008,Cambridge,MN,Minnesota,$995.5 K,1.08%,1.1%,$468.6,99,93,65,72,87,23,10,2.2%,0.86%,83,$121.54 K,5%,50,77,6.25%,53
23210,55051,Mora,MN,Minnesota,$397.5 K,2.74%,6%,$177.91,97,94,59,73,74,80,63,4.1%,0.14%,58,$104.55 K,5%,32,52,8.5%,53
23211,55306,Burnsville,MN,Minnesota,$364.2 K,1%,1.2%,$227.82,89,82,57,72,52,79,54,1.9%,0.14%,75,$85.8 K,6.8%,34,49,7.38%,64
23212,55315,Carver,MN,Minnesota,$488.2 K,1.55%,8.5%,$292.88,67,67,58,86,37,19,10,2.2%,0.69%,79,$69.63 K,5%,43,57,6.25%,83
23213,55317,Chanhassen,MN,Minnesota,$467.1 K,1.02%,0.9%,$242.32,97,71,54,75,49,50,41,1.7%,0.18%,88,$131.63 K,6.8%,34,52,7.52%,65
23214,55340,Hamel,MN,Minnesota,$249.5 K,1.96%,5.7%,$111.67,77,69,66,67,48,48,48,3.8%,0.28%,47,$71.76 K,5%,32,41,8.85%,55
23215,55355,Litchfield,MN,Minnesota,$559.2 K,1.82%,6%,$227.85,86,84,55,84,55,20,10,2.5%,-0.14%,75,$134 K,0%,47,58,0%,55
23216,55373,Rockford,MN,Minnesota,$123.9 K,2.6%,11.6%,$55.45,59,63,58,75,60,49,44,5.1%,-1.37%,51,$61.74 K,5%,35,23,8.75%,44
23217,55428,Minneapolis,MN,Minnesota,$293.2 K,1.2%,1.1%,$217.87,94,100,55,57,61,60,51,2%,0.1%,76,$76.33 K,6.8%,37,45,8.02%,64
23218,55718,Carlton,MN,Minnesota,$209.9 K,3.08%,7.5%,$82.05,50,49,60,84,45,21,17,3.8%,2.54%,43,$75.38 K,5.5%,41,39,8%,60
23219,55803,Duluth,MN,Minnesota,$250.1 K,1.21%,5.4%,$178.58,81,100,45,80,58,39,34,1.7%,-0.56%,66,$63.55 K,6.8%,26,39,8.88%,43
23220,55941,Hokah,MN,Minnesota,$244.9 K,1.15%,6.6%,$180.37,51,56,56,82,60,22,13,1.5%,-0.28%,46,$58.75 K,6.8%,36,40,6.88%,46
23221,55955,Mantorville,MN,Minnesota,$557 K,0.99%,1.8%,$190.03,81,46,47,84,56,22,18,1.6%,1.81%,62,$126.53 K,6.8%,39,47,7.38%,47
23222,55990,Wykoff,MN,Minnesota,$296.9 K,0.92%,2.8%,$201.88,52,53,52,84,57,20,12,1.6%,1.92%,41,$64 K,6.8%,34,31,7.38%,50
23223,56019,Comfrey,MN,Minnesota,$215.6 K,1.08%,6.1%,$134.75,57,74,52,87,60,21,11,1.6%,0.39%,43,$56.43 K,6.8%,34,37,7.38%,30
23224,56026,Ellendale,MN,Minnesota,$101.3 K,0.92%,-11.8%,$31.19,83,52,52,90,68,23,17,1.3%,3.48%,30,$37.23 K,2%,30,25,7%,28
23225,56043,Hayward,MN,Minnesota,$798.6 K,0.67%,2.1%,$519.3,80,100,84,66,49,83,65,4.8%,-0.76%,63,$105.37 K,9.3%,30,63,10.75%,80
23226,56065,Mapleton,MN,Minnesota,$651.1 K,0.52%,-1.8%,$262.66,91,88,62,76,52,24,17,2.6%,0.79%,95,$123.53 K,4.9%,31,39,7.25%,55
23227,56117,Bigelow,MN,Minnesota,$273.8 K,0.99%,0.2%,$93.41,49,72,53,89,62,32,28,1.5%,-0.79%,42,$101.25 K,6.8%,32,36,7.88%,27
23228,56121,Ceylon,MN,Minnesota,$88.3 K,0.96%,10.5%,$61.46,52,64,54,87,63,20,11,1.8%,0.76%,35,$41.88 K,6.8%,31,28,6.88%,28
23229,56161,Okabena,MN,Minnesota,$163.3 K,0.92%,3.2%,$55.71,49,62,52,93,61,20,10,1.7%,0.21%,61,$93.13 K,6.8%,31,31,6.88%,29
23230,56175,Tracy,MN,Minnesota,$795.4 K,0.84%,0.1%,$335.99,52,90,75,61,41,59,43,5%,-0.8%,77,$111.72 K,9.3%,40,57,8.25%,76
23231,56219,Browns Valley,MN,Minnesota,$87.8 K,0.88%,-2.8%,$29.95,61,53,52,94,68,21,13,1.7%,-0.45%,41,$44.65 K,6.8%,30,24,6.88%,40
23232,56251,Kandiyohi,MN,Minnesota,$322.7 K,0.99%,3.6%,$110.09,60,65,52,91,61,41,35,1.5%,-0.64%,67,$87.5 K,6.8%,36,35,7.88%,32
23233,56265,Montevideo,MN,Minnesota,$178 K,1.03%,2.7%,$163.66,50,62,55,88,65,32,20,1.8%,-0.7%,52,$49.44 K,6.8%,37,30,6.88%,26
23234,56339,Hoffman,MN,Minnesota,$327.6 K,2.33%,7.6%,$168.42,91,95,53,59,37,52,41,3.7%,-0.49%,52,$107.43 K,5%,34,40,10%,82
23235,56484,Walker,MN,Minnesota,$320.9 K,1%,6.4%,-,82,69,61,74,58,42,33,2.1%,3.25%,79,$72.02 K,4.2%,37,35,6%,54
23236,56579,Rothsay,MN,Minnesota,$238.7 K,0.76%,2.3%,$245.68,80,53,51,88,61,21,11,1.4%,-0.12%,50,$75.83 K,6.8%,32,35,7.38%,44
23237,56657,Marcell,MN,Minnesota,$345.1 K,2.58%,11.1%,$190.77,88,73,60,91,58,25,20,3.4%,1.22%,45,$82.16 K,5.5%,38,47,8%,52
23238,56661,Northome,MN,Minnesota,$175.9 K,0.76%,6.9%,$151.99,38,49,44,95,71,19,11,3.4%,0.66%,32,$58.75 K,6.8%,30,34,7.88%,31
23239,56724,Gatzke,MN,Minnesota,,,,,,,,,,,,,,,,,,,,
23240,56736,Mentor,MN,Minnesota,$267 K,1.51%,5.6%,$147.27,78,61,67,80,57,100,100,2.2%,2.33%,56,$84.5 K,3.2%,32,42,7.25%,45
23241,57034,Hudson,SD,South Dakota,$460.2 K,1.69%,4.7%,$242.68,85,77,54,81,56,20,10,2.6%,-0.14%,75,$125.22 K,0%,49,55,0%,59
23242,57037,Irene,SD,South Dakota,$261.3 K,1.1%,-8.2%,$217.37,82,52,53,88,58,22,12,1.5%,2.12%,43,$50.63 K,0%,33,35,6.5%,50
23243,57238,Goodwin,SD,South Dakota,$298.9 K,0.83%,-7%,$139.63,76,38,51,90,60,16,11,1.7%,2.7%,48,$77 K,0%,27,44,6.5%,32
23244,57243,Henry,SD,South Dakota,$86.6 K,0.78%,4.8%,$39.71,50,52,60,83,62,42,39,3.3%,-0.13%,40,$57.63 K,3.2%,31,26,7%,37
23245,57341,Gann Valley,SD,South Dakota,$122 K,0.55%,-2.9%,$56.99,0,10,54,94,57,18,10,4.3%,-2.15%,49,$42.92 K,0%,34,37,4.5%,30
23246,57348,Hitchcock,SD,South Dakota,$197.3 K,1.38%,-4.3%,$120,41,53,71,76,62,28,19,3.8%,1.81%,82,$75.74 K,0%,31,35,8.25%,48
23247,57368,Plankinton,SD,South Dakota,$117.5 K,1.12%,-2.9%,$54.89,68,30,53,86,59,22,11,1.2%,3.53%,57,$76.25 K,0%,33,39,6.5%,29
23248,57427,Bath,SD,South Dakota,$129.9 K,1.76%,5.4%,$65.68,81,67,65,78,61,58,56,2.9%,2.17%,84,$81.24 K,3.2%,41,34,7.25%,40
23249,57449,Houghton,SD,South Dakota,$216 K,1.29%,0.2%,-,91,65,46,93,66,39,38,3.4%,-1.03%,32,$29.82 K,4.2%,50,32,6%,42
23250,57452,Java,SD,South Dakota,$237 K,2.42%,3.2%,$92.65,65,56,52,85,56,21,17,3.9%,3.63%,38,$74.38 K,5.5%,35,45,8%,47
23251,57471,Roscoe,SD,South Dakota,$239.5 K,2.6%,11.6%,$107.19,73,64,58,77,54,33,29,5.1%,-1.37%,52,$61.74 K,5%,36,31,8.75%,45
23252,57538,Herrick,SD,South Dakota,$817.7 K,1.58%,4.2%,$319.65,95,100,67,67,56,75,62,3.2%,1.84%,63,$156.63 K,5.5%,54,63,8.88%,98
23253,57543,Kadoka,SD,South Dakota,$85.1 K,0.59%,5.3%,$39.76,67,12,55,93,54,21,15,4%,9.54%,54,$33.01 K,0%,34,34,6.5%,33
23254,57544,Kennebec,SD,South Dakota,$137.4 K,1.18%,-2.9%,$64.19,60,16,57,87,62,20,11,2.1%,2.28%,47,$70.97 K,0%,31,37,6.5%,24
23255,57776,Redig,SD,South Dakota,,,,,,,,,,,,,,,,,,,,
23256,57779,Saint Onge,SD,South Dakota,,,,,,,,,,,,,,,,,,,,
23257,57787,Union Center,SD,South Dakota,$146.6 K,1.6%,5.8%,-,44,55,53,82,67,22,14,2.9%,2.5%,52,$70.83 K,5.3%,36,27,5.5%,42
23258,58001,Abercrombie,ND,North Dakota,$218.5 K,1.15%,-2%,$87.21,70,50,52,89,61,24,23,1.3%,2.53%,59,$67.09 K,2%,30,38,7%,32
23259,58054,Lisbon,ND,North Dakota,$482.7 K,1.21%,7%,-,86,77,49,76,50,35,28,2.5%,1.09%,70,$121.53 K,5.3%,37,48,5%,53
23260,58220,Cavalier,ND,North Dakota,$140.4 K,1.01%,-6%,-,78,61,48,94,61,25,18,1.9%,1.85%,32,$55.39 K,2%,28,29,7%,31
23261,58272,Petersburg,ND,North Dakota,$232.2 K,1%,-1.7%,$178.62,41,32,66,78,69,49,57,5.4%,4.27%,50,$46.93 K,5.8%,38,33,6%,36
23262,58276,Saint Thomas,ND,North Dakota,,,,,,,,,,,,,,,,,,,,
23263,58466,Marion,ND,North Dakota,$95.5 K,1.04%,6.5%,$48.28,51,44,59,79,68,64,66,3.1%,0.86%,49,$55.11 K,3.2%,36,32,7.25%,31
23264,58480,Sanborn,ND,North Dakota,$460.2 K,1.52%,9.2%,$201.15,85,55,52,88,62,18,10,2.4%,0.74%,62,$81.65 K,0%,50,64,0%,45
23265,58552,Linton,ND,North Dakota,$559.7 K,0.99%,3.6%,$377.21,94,75,66,75,59,39,28,2.8%,3.63%,90,$163.99 K,5.8%,35,71,6%,77
23266,58575,Turtle Lake,ND,North Dakota,$487 K,0.97%,5.1%,$166.15,85,53,47,86,58,72,68,2.3%,0.49%,61,$112.23 K,6.8%,32,39,7.88%,35
23267,58735,Douglas,ND,North Dakota,$292.4 K,0.97%,0.3%,$154.66,76,61,70,71,41,61,42,3.4%,1.25%,84,$72.75 K,5.8%,35,32,7%,85
23268,59013,Boyd,MT,Montana,$370.7 K,1.23%,-2.3%,$192.5,50,51,70,72,43,24,14,3.2%,2.48%,85,$68.63 K,0%,40,38,8.25%,77
23269,59037,Huntley,MT,Montana,$362.4 K,2.34%,4.3%,$176.73,83,72,58,72,37,47,32,3.8%,-0.47%,66,$83.36 K,5%,35,41,8%,87
23270,59039,Ingomar,MT,Montana,,,,,,,,,,,,,,,,,,,,
23271,59057,Molt,MT,Montana,$164 K,1.11%,2.7%,$79.25,56,35,50,88,58,23,25,6%,4.52%,31,$68.13 K,4.2%,34,25,6%,55
23272,59062,Otter,MT,Montana,$127.9 K,0.94%,5.6%,$58.65,52,58,61,82,55,26,16,3.8%,-0.07%,49,$52.79 K,3.2%,36,29,7%,45
23273,59263,Scobey,MT,Montana,$211.7 K,0.97%,0.3%,$72.55,58,47,48,90,56,22,12,2%,-0.47%,30,$44.58 K,6.8%,29,35,0%,26
23274,59354,Willard,MT,Montana,$259 K,0.9%,3.7%,$160.35,77,62,65,76,51,30,23,2.5%,0.49%,78,$76.5 K,5%,36,35,7.98%,51
23275,59457,Lewistown,MT,Montana,$141.1 K,1.61%,10.6%,$94.38,47,57,62,74,59,43,31,2.8%,0.67%,45,$36.17 K,3.1%,37,38,6%,41
23276,59467,Pendroy,MT,Montana,,,,,,,,,,,,,,,,,,,,
23277,59647,Winston,MT,Montana,$258.9 K,1%,5%,$155.53,83,68,71,77,62,62,49,3.6%,1.82%,73,$54.42 K,4.8%,33,35,7%,37
23278,59711,Anaconda,MT,Montana,$175.7 K,0.89%,6.1%,$60.21,40,44,45,91,62,30,33,2.6%,2.63%,58,$46.44 K,6.8%,26,40,0%,32
23279,59727,Divide,MT,Montana,$463.4 K,0.36%,1.8%,$312.3,95,58,44,80,45,22,15,3.1%,0.99%,59,$70.29 K,4.4%,33,41,4.4%,67
23280,59731,Garrison,MT,Montana,$294.6 K,1.26%,4.1%,$218.33,91,83,66,67,57,64,46,1.9%,1.89%,85,$93.13 K,4.8%,42,48,6%,75
23281,59873,Thompson Falls,MT,Montana,$415.5 K,0.58%,-0.9%,$300.27,62,39,54,83,57,25,18,4.6%,3.12%,48,$43.13 K,6.8%,27,38,0%,38
23282,59926,Martin City,MT,Montana,$493 K,0.66%,-2.6%,$168.95,64,78,48,83,56,20,11,3.8%,4.28%,50,$56.47 K,6.8%,22,37,0%,38
23283,59930,Rexford,MT,Montana,$73.4 K,1.41%,-1%,$68.28,61,52,60,89,62,20,10,1.2%,-4.71%,42,$70.87 K,5.7%,35,30,8.5%,25
23284,60074,Palatine,IL,Illinois,$315.7 K,2.02%,4.6%,$141.3,92,98,60,54,37,63,53,4.6%,-0.49%,56,$78.3 K,5%,34,40,10.25%,82
23285,60076,Skokie,IL,Illinois,$336.6 K,2.21%,6.6%,$213.23,91,95,63,51,46,67,56,3.8%,-0.49%,51,$91.89 K,5%,32,42,10.25%,79
23286,60134,Geneva,IL,Illinois,$429.3 K,2.47%,6.1%,$192.14,91,86,58,76,65,80,72,4.1%,-0.1%,58,$96.4 K,5%,37,47,8.25%,52
23287,60140,Hampshire,IL,Illinois,$314.2 K,2.47%,6.1%,$140.62,84,84,56,75,52,32,26,4.1%,-0.1%,61,$96.4 K,5%,36,39,8.25%,49
23288,60441,Lockport,IL,Illinois,$237.5 K,2.41%,5.9%,$106.3,69,75,61,73,58,49,47,4.2%,-0.6%,74,$103.68 K,5%,36,36,8.75%,55
23289,60450,Morris,IL,Illinois,$502.1 K,0.86%,0.1%,$177.25,98,82,70,71,53,77,52,2.7%,2.7%,93,$114.08 K,4.8%,37,47,7.5%,48
23290,60523,Oak Brook,IL,Illinois,$779 K,2.11%,7.8%,$205.3,97,96,56,67,40,71,57,3.5%,-0.51%,59,$158.66 K,5%,36,56,10%,76
23291,60538,Montgomery,IL,Illinois,$136.4 K,0.38%,2.1%,$72.34,81,61,66,55,62,57,46,2.8%,0.3%,46,$54.17 K,5%,37,29,10%,43
23292,60549,Serena,IL,Illinois,$446.8 K,1.5%,-8.1%,$168.81,88,91,67,74,42,50,35,3.1%,1.67%,73,$84.79 K,0%,37,36,8.25%,68
23293,60930,Danforth,IL,Illinois,$116.7 K,2.01%,-1.3%,$52.23,60,46,58,77,57,17,15,3.9%,-1.29%,38,$62.87 K,5%,37,30,6.5%,39
